snapshot_date,source_period,source_updated_at,name,description,sector,sector_slug,stage,geography,commit_velocity_14d,commit_velocity_change,contributors,contributor_growth,new_repos_30d,signal_type,vc_scout_score,momentum_flag,top_driver,risk_flag,github_url,website_url,profile_url,normalized_name,raised_funding_within_90d,funding_event_date,funding_amount,funding_source,match_method
2026-01-01 00:00:00+00:00,q1-2026,,OpenOLAT,,EdTech,edtech,Seed,EU,142.0,517.0,15.0,25.0,0.0,Deploy frequency spike,,,,,https://github.com/OpenOLAT,,,openolat,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,ParabolInc,,Enterprise SaaS,enterprise-saas,Growth,US,23.0,999.0,78.0,0.0,1.0,Deploy frequency spike,,,,,https://github.com/ParabolInc,,,parabolinc,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,PostHog,,Data Infrastructure,data-infrastructure,Growth,US,224.0,273.0,100.0,0.0,3.0,Infrastructure buildout,,,,,https://github.com/PostHog,,,posthog,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,VictoriaMetrics,,Data Infrastructure,data-infrastructure,Growth,US,65.0,117.0,100.0,0.0,0.0,Framework migration,,,,,https://github.com/VictoriaMetrics,,,victoriametrics,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,airbytehq,,Data Infrastructure,data-infrastructure,Growth,US,559.0,1647.0,100.0,0.0,0.0,Deploy frequency spike,,,,,https://github.com/airbytehq,,,airbytehq,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,akto-api-security,,Cybersecurity,cybersecurity,Growth,US,311.0,141.0,53.0,0.0,1.0,Framework migration,,,,,https://github.com/akto-api-security,,,akto api security,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,andes,,Healthcare,healthcare,Series A/B,Unknown,4.0,999.0,44.0,19.0,0.0,Deploy frequency spike,,,,,https://github.com/andes,,,andes,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,atrocore,,Enterprise SaaS,enterprise-saas,Seed,EU,76.0,-20.0,18.0,0.0,0.0,Framework migration,,,,,https://github.com/atrocore,,,atrocore,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,bagisto,,E-commerce Infrastructure,ecommerce-infrastructure,Growth,APAC,115.0,58.0,100.0,0.0,0.0,Framework migration,,,,,https://github.com/bagisto,,,bagisto,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,bakaphp,,Social & Community,social-community,Seed,LATAM,440.0,19.0,14.0,8.0,1.0,Framework migration,,,,,https://github.com/bakaphp,,,bakaphp,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,ballerina-platform,,Healthcare,healthcare,Seed,Unknown,215.0,999.0,11.0,0.0,0.0,Deploy frequency spike,,,,,https://github.com/ballerina-platform,,,ballerina platform,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,betagouv,,AgTech,agtech,Growth,EU,12.0,100.0,100.0,32.0,1.0,Framework migration,,,,,https://github.com/betagouv,,,betagouv,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,castle-engine,,Gaming,gaming,Series A/B,Unknown,84.0,282.0,24.0,0.0,0.0,Deploy frequency spike,,,,,https://github.com/castle-engine,,,castle engine,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,cilium,,Cybersecurity,cybersecurity,Growth,Unknown,220.0,224.0,100.0,0.0,1.0,Deploy frequency spike,,,,,https://github.com/cilium,,,cilium,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,dagster-io,,Data Infrastructure,data-infrastructure,Growth,US,108.0,192.0,100.0,19.0,1.0,Deploy frequency spike,,,,,https://github.com/dagster-io,,,dagster io,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,dbt-labs,,Data Infrastructure,data-infrastructure,Growth,Unknown,481.0,533.0,100.0,0.0,2.0,Deploy frequency spike,,,,,https://github.com/dbt-labs,,,dbt labs,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,debezium,,Data Infrastructure,data-infrastructure,Growth,Unknown,61.0,408.0,100.0,35.0,0.0,Deploy frequency spike,,,,,https://github.com/debezium,,,debezium,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,ever-co,,HR Tech,hr-tech,Growth,US,50.0,79.0,79.0,0.0,1.0,Framework migration,,,,,https://github.com/ever-co,,,ever,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,fleetdm,,Cybersecurity,cybersecurity,Growth,Unknown,360.0,221.0,100.0,0.0,0.0,Deploy frequency spike,,,,,https://github.com/fleetdm,,,fleetdm,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,gravitational,,Cybersecurity,cybersecurity,Growth,US,155.0,118.0,100.0,8.0,0.0,Framework migration,,,,,https://github.com/gravitational,,,gravitational,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,hapifhir,,Healthcare,healthcare,Growth,Unknown,33.0,1550.0,100.0,79.0,0.0,Engineering hiring burst,,,,,https://github.com/hapifhir,,,hapifhir,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,harvard-edge,,AI & Machine Learning,ai-ml,Growth,Unknown,367.0,63.0,95.0,13.0,1.0,Framework migration,,,,,https://github.com/harvard-edge,,,harvard edge,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,horizontalsystems,,Web3,web3,Series A/B,Unknown,98.0,180.0,22.0,0.0,1.0,Deploy frequency spike,,,,,https://github.com/horizontalsystems,,,horizontalsystems,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,hpi-schul-cloud,,EdTech,edtech,Growth,EU,5.0,999.0,100.0,0.0,2.0,Deploy frequency spike,,,,,https://github.com/hpi-schul-cloud,,,hpi schul cloud,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,ihmcrobotics,,Robotics,robotics,Growth,Unknown,45.0,800.0,79.0,6.0,0.0,Deploy frequency spike,,,,,https://github.com/ihmcrobotics,,,ihmcrobotics,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,langchain-ai,,Enterprise SaaS,enterprise-saas,Growth,US,159.0,137.0,100.0,20.0,1.0,Framework migration,,,,,https://github.com/langchain-ai,,,langchain ai,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,masslight,,Healthcare,healthcare,Series A/B,Unknown,392.0,72.0,24.0,0.0,0.0,Framework migration,,,,,https://github.com/masslight,,,masslight,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,mdn,,EdTech,edtech,Growth,Unknown,492.0,13.0,100.0,0.0,0.0,Framework migration,,,,,https://github.com/mdn,,,mdn,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,naev,,Space Tech,space-tech,Growth,Unknown,185.0,-19.0,100.0,0.0,0.0,Framework migration,,,,,https://github.com/naev,,,naev,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,nco,,Climate Tech,climate-tech,Series A/B,Unknown,2.0,100.0,24.0,205.0,0.0,Engineering hiring burst,,,,,https://github.com/nco,,,nco,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,nextcloud,,Social & Community,social-community,Growth,Unknown,53.0,430.0,100.0,0.0,0.0,Deploy frequency spike,,,,,https://github.com/nextcloud,,,nextcloud,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,nocobase,,Developer Tools,developer-tools,Growth,Unknown,267.0,37.0,98.0,0.0,1.0,Framework migration,,,,,https://github.com/nocobase,,,nocobase,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,odpi,,Data Infrastructure,data-infrastructure,Growth,Unknown,17.0,-60.0,62.0,0.0,0.0,Framework migration,,,,,https://github.com/odpi,,,odpi,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,ohrrpgce,,Gaming,gaming,Pre-seed,Unknown,38.0,280.0,3.0,240.0,0.0,Engineering hiring burst,,,,,https://github.com/ohrrpgce,,,ohrrpgce,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,open-condo-software,,PropTech,proptech,Growth,LATAM,23.0,15.0,51.0,0.0,0.0,Framework migration,,,,,https://github.com/open-condo-software,,,open condo software,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,opennem,,Climate Tech,climate-tech,Seed,APAC,31.0,999.0,9.0,121.0,0.0,Engineering hiring burst,,,,,https://github.com/opennem,,,opennem,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,orbiternassp,,Space Tech,space-tech,Series A/B,Unknown,46.0,12.0,37.0,0.0,0.0,Framework migration,,,,,https://github.com/orbiternassp,,,orbiternassp,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,paperless-ngx,,AI & Machine Learning,ai-ml,Growth,Unknown,61.0,336.0,100.0,0.0,0.0,Deploy frequency spike,,,,,https://github.com/paperless-ngx,,,paperless ngx,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,particify,,EdTech,edtech,Seed,EU,14.0,999.0,16.0,0.0,0.0,Deploy frequency spike,,,,,https://github.com/particify,,,particify,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,polarsource,,Enterprise SaaS,enterprise-saas,Growth,Unknown,289.0,456.0,100.0,0.0,0.0,Deploy frequency spike,,,,,https://github.com/polarsource,,,polarsource,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,projectdiscovery,,Cybersecurity,cybersecurity,Growth,Unknown,994.0,52.0,100.0,0.0,0.0,Framework migration,,,,,https://github.com/projectdiscovery,,,projectdiscovery,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,roboflow,,AI & Machine Learning,ai-ml,Growth,US,127.0,-29.0,90.0,0.0,2.0,Framework migration,,,,,https://github.com/roboflow,,,roboflow,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,saleor,,E-commerce Infrastructure,ecommerce-infrastructure,Growth,Unknown,9.0,29.0,100.0,0.0,0.0,Framework migration,,,,,https://github.com/saleor,,,saleor,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,tenzir,,Cybersecurity,cybersecurity,Series A/B,EU,208.0,66.0,48.0,0.0,0.0,Framework migration,,,,,https://github.com/tenzir,,,tenzir,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,third-culture-software,,Healthcare,healthcare,Series A/B,Unknown,23.0,360.0,27.0,0.0,1.0,Deploy frequency spike,,,,,https://github.com/third-culture-software,,,third culture software,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,unacms,,Social & Community,social-community,Seed,Unknown,33.0,-30.0,11.0,0.0,0.0,Framework migration,,,,,https://github.com/unacms,,,unacms,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,wazuh,,Legal Tech,legal-tech,Growth,US,260.0,65.0,100.0,7.0,1.0,Framework migration,,,,,https://github.com/wazuh,,,wazuh,0.0,,,,
2026-01-01 00:00:00+00:00,q1-2026,,zapplyjobs,,HR Tech,hr-tech,Seed,US,6.0,-60.0,8.0,220.0,0.0,Engineering hiring burst,,,,,https://github.com/zapplyjobs,,,zapplyjobs,0.0,,,,
